use_id,plant_id,raw_record_id,cesky_nazev_display,cast_rostliny_text,cast_rostliny_kategorie,cast_rostliny_je_kombinovana,domena,domena_slug,poddomena_text,poddomena_kategorie,status_znalosti,status_znalosti_slug,aplikovatelnost_v_cr,aplikovatelnost_slug,typicke_lokality_text,obdobi_ziskani_text,mesic_od,mesic_do,fenologicka_faze,zpusob_pripravy,cilovy_efekt,chutovy_profil,vonny_profil,palivovy_potencial_text,hlavni_rizika,kontraindikace_interakce,legalita_poznamka_cr,dukaznost_typ,dukaznost_skore,dukaznost_rank,ma_druhy_zdroj,je_trvanlive_1m_plus,je_v_jadru_bezne_1m_plus,processing_methods_text,processing_methods_count,ma_potravinove_konzervacni_metody,sber_doporuceni,kuratorska_poznamka
r215,plant_fagus_sylvatica,R215,buk lesní,bukvice,semena_a_orisky,False,pití,piti,pražené bukvice jako kávová náhražka,kavova_nahrada,téměř zapomenuté,temer_zapomenute,střední,stredni,"bučiny, lesní cesty, parky",IX–X,9,10,zralé bukvice,"Bukvice upražit, umlít a použít jako kávovou náhražku.",Jeden z málo známých nápojových výstupů z běžného lesa.,"pražený, oříškový",praženě oříškový,neaplikovatelné,Žluknutí při dlouhém skladování mleté suroviny; syrové bukvice nejsou vhodné ve velkém.,Není to běžný denní nápoj; hlavní riziko je technologické a dávkové.,Běžný sběr bez poškození stromů.,botanický zdroj,B,4,False,True,True,,0,False,"Sbírej jen správně určený, zdravý materiál v této fázi: zralé bukvice; v datech je pro něj vedené období IX–X. Sbírej až plně vyzrálá a suchá semena nebo oříšky; část ponech pro obnovu porostu i pro živočichy. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.","Silný „zapomenutý“ záznam, ale při dobré úpravě prakticky použitelný."
r216,plant_fagus_sylvatica,R216,buk lesní,bukvice,semena_a_orisky,False,potrava,potrava,olej z bukvic,olej,téměř zapomenuté,temer_zapomenute,nízká až střední,nizka_az_stredni,"bučiny, parky, lesní okraje",IX–X,9,10,plně zralé bukvice,Po vyloupání lze lisovat olej; v praxi spíše malovýrobní nebo historická kuriozita.,Vzácná a zapomenutá tuková forma z běžného stromu.,"olejnatý, jemný",jemně oříškový,neaplikovatelné,Nízký výnos a pracnost; zbytky po lisování nejsou vhodné.,Důraz na střídmost a čisté zpracování.,Jen šetrný sběr.,botanický zdroj / historický analog,C,3,False,True,False,,0,False,"Sbírej jen správně určený, zdravý materiál v této fázi: plně zralé bukvice; v datech je pro něj vedené období IX–X. Sbírej až plně vyzrálá a suchá semena nebo oříšky; část ponech pro obnovu porostu i pro živočichy. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.","Zařazeno kvůli vysoké dokumentační hodnotě, ne kvůli snadné praxi."
r217,plant_betula_pendula,R217,bříza bělokorá,kůra,drevnata_cast,False,palivo,palivo,březová kůra jako troud a nouzový podpal,palivo,mainstream,mainstream,vysoká,vysoka,"světlé lesy, nálety, okraje cest, paseky, březiny",celoročně,1,12,suchá odlupující se kůra ze spadlých nebo pokácených částí,Suchou kůru skladovat v suchu; jemně naškrábaná slouží jako spolehlivý troud.,Jedna z nejpraktičtějších dlouhodobě skladovatelných podpalových surovin v české krajině.,neaplikovatelné,papírově pryskyřičný při hoření,vysoký jako troud; rychlý záchyt plamene,Nestrhávat kůru z živých stromů; vlhká kůra funguje hůře.,Neaplikovatelné.,Používat jen opadanou nebo z již pokáceného dřeva.,technický palivový zdroj,B,4,True,True,True,,0,False,"Sbírej jen správně určený, zdravý materiál v této fázi: suchá odlupující se kůra ze spadlých nebo pokácených částí; v datech je pro něj vedené období celoročně. Kůru neber dokola z kmene; šetrnější je odběr z menších větví nebo z materiálu určeného k řezu. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Dobrý příklad trvanlivého „výletového“ palivového materiálu.
r218,plant_taraxacum_officinale_agg,R218,pampeliška lékařská,kořen,podzemni_cast,False,pití,piti,sušený kořen do zásoby pro pozdější pražení,suseni_skladovani,méně známé,mene_zname,vysoká,vysoka,"louky, trávníky, meze, sady, okraje cest",III–IV a IX–XI,3,11,silnější kořeny před kvetením nebo po zatažení natě,"Kořen nakrájet, usušit a skladovat; pražit až těsně před mletím nebo průběžně.",Velmi praktická spížní surovina z extrémně běžné rostliny.,"po pražení kávově hořký, zemní",po pražení jemně kávový,neaplikovatelné,Kořeny z městských psích a postřikovaných ploch nejsou vhodné.,Při potížích se žlučníkem opatrnost; potravně jde o běžnou náhražku kávy.,Běžný sběr z čistých ploch.,EMA + botanický zdroj,A,5,True,True,True,Sušení,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: silnější kořeny před kvetením nebo po zatažení natě; v datech je pro něj vedené období III–IV a IX–XI. Podzemní části ber jen z početných populací; nevyber celé místo, po rytí zahrň zeminu zpět a pokud to dává smysl, nech část kořene nebo oddenku v zemi. Vyhni se lokalitám u silnic, postřiků, psích tras, skládek a jiných zdrojů kontaminace. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Odlišeno od okamžité přípravy kávy – zde jde přímo o skladovanou meziformu.
r219,plant_taraxacum_officinale_agg,R219,pampeliška lékařská,květ,kvetni_cast,False,pití,piti,pampeliškový sirup / „med“,sirup_koncentrat,mainstream,mainstream,vysoká,vysoka,"louky, trávníky, sady, meze",IV–V,4,5,plně otevřené květy za sucha,"Květy převařit či vylouhovat, zkoncentrovat s cukrem a zavařit.",Praktický způsob uchování velmi krátké květní sezóny.,"sladký, lehce bylinný, květový",jemně květový,neaplikovatelné,Květy z městských a psích ploch nejsou vhodné; příliš řídký sirup má kratší trvanlivost.,Vysoký obsah cukru; nejde o léčivý přípravek.,Běžný sběr z čistých ploch.,tradiční domácí praxe + botanický zdroj,B,4,False,True,False,Sirup / koncentrát · Zavaření / sterilace ve sklenici,2,True,"Sbírej jen správně určený, zdravý materiál v této fázi: plně otevřené květy za sucha; v datech je pro něj vedené období IV–V. Ber čerstvé, suché a zdravé květy nebo květenství; nech část květů na místě pro opylovače i další semenení. Vyhni se lokalitám u silnic, postřiků, psích tras, skládek a jiných zdrojů kontaminace. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Dobře uzavřený sirup běžně vydrží měsíce.
r220,plant_urtica_dioica,R220,kopřiva dvoudomá,semeno,semena_a_orisky,False,potrava,potrava,sušená kopřivová semena jako zásobní přísada,suseni_skladovani,méně známé,mene_zname,střední,stredni,"ruderály, zahrady, křoviny, dusíkatá místa, okraje cest",VIII–IX,8,9,zralá semena zejména ze samičích rostlin,"Semena dosušit a používat po malých dávkách do kaší, müsli nebo směsí.",Dlouhodobě skladovatelný a stále ještě poměrně málo využívaný výstup z velmi běžné rostliny.,"oříškový, travnatý",slabý,neaplikovatelné,Prach a drobné chloupky mohou dráždit při sklizni; snadné znečištění prachem.,Opatrnost u citlivých osob; nezačínat vysokými dávkami.,"Sbírat z čistých dusíkatých lokalit, ne u silnic.",botanický zdroj / moderní wild-food praxe,B,4,False,True,True,Sušení,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: zralá semena zejména ze samičích rostlin; v datech je pro něj vedené období VIII–IX. Sbírej až plně vyzrálá a suchá semena nebo oříšky; část ponech pro obnovu porostu i pro živočichy. Vyhni se lokalitám u silnic, postřiků, psích tras, skládek a jiných zdrojů kontaminace. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Dobře usušené semeno vydrží měsíce.
r221,plant_urtica_dioica,R221,kopřiva dvoudomá,list,listova_nadzemni_cast,False,potrava,potrava,sušený kopřivový prášek do zásoby,suseni_skladovani,méně známé,mene_zname,vysoká,vysoka,"zahrady, dusíkatá místa, okraje křovin, vlhčí ruderály",III–V,3,5,mladé zdravé listy před plným kvetením,Listy usušit dokřupava a rozemlít na jemný zelený prášek pro pozdější přidávání do jídel.,Kompaktní dlouhodobá zásoba minerálně bohaté jarní zeleniny.,"zelený, travnatý, lehce minerální",slabě bylinný,neaplikovatelné,Špatně usušený materiál plesniví; sbírat jen mladé listy z čistých míst.,V běžném potravním užití obvykle bez zásadních problémů.,Běžný sběr z čistých lokalit.,botanický zdroj + moderní wild-food praxe,B,4,False,True,True,Sušení,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: mladé zdravé listy před plným kvetením; v datech je pro něj vedené období III–V. Ber hlavně mladé a zdravé listy nebo nať; neober jednu rostlinu úplně a sběr rozlož mezi více jedinců. Vyhni se lokalitám u silnic, postřiků, psích tras, skládek a jiných zdrojů kontaminace. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.","Velmi praktický „wild pantry“ produkt, který v databázi zvyšuje užitnou hodnotu kopřivy."
r222,plant_crataegus_monogyna_jacq_c_laevigata_poir_dc,R222,hloh obecný / jednosemenný,plod,plodova_cast,False,pití,piti,sušené hložinky do čajových směsí,caj_nalev,méně známé,mene_zname,vysoká,vysoka,"křoviny, živé ploty, meze, lesní okraje, pastviny",IX–XI,9,11,plně zralé červené plody,Plody usušit a po malém množství přidávat do bylinných směsí nebo odvarů.,"Dlouhodobá zásoba z extrémně běžného keře, který se často míjí bez povšimnutí.","jemně moučný, ovocný",slabě ovocný,neaplikovatelné,Přezrálé plody se suší hůře; nutné dobré určení druhu.,U kardiálních potíží nejde o náhradu léčby; zde jde o tradiční potravně-nápojové použití.,Běžný sběr z čistých keřů.,EMA + botanický zdroj,B,4,True,True,True,Sušení,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: plně zralé červené plody; v datech je pro něj vedené období IX–XI. Sbírej jen zralé, zdravé a nepoškozené plody; přezrálé, plesnivé nebo otlačené kusy hned vyřaď a část plodů nech na stanovišti. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.","Vhodné jako méně známý, ale velmi dostupný „hedgerow pantry“ záznam."
r223,plant_sorbus_aucuparia,R223,jeřáb ptačí,plod,plodova_cast,False,pití,piti,jeřabinový likér / cordial,sirup_koncentrat,méně známé,mene_zname,vysoká,vysoka,"lesní okraje, horské a podhorské cesty, parky, aleje",IX–XI,9,11,plně zralé plody ideálně po mrazu nebo po zamražení,Plody naložit do alkoholu nebo povařit na cordial; teplem či mrazem zjemnit trpkost.,Jedna z nejzajímavějších trvanlivých forem využití běžného horského a parkového stromu.,"kyselý, trpký, hořkosladký",ovocný,neaplikovatelné,Syrové a ve velkém nejsou vhodné; nutná úprava.,Obsah alkoholu u likérů; jinak hlavní riziko je technologické.,Běžný sběr z nechráněných stromů.,botanický zdroj + středoevropská praxe,B,4,False,True,True,Sirup / koncentrát · Tinktura / alkoholová macerace,2,True,"Sbírej jen správně určený, zdravý materiál v této fázi: plně zralé plody ideálně po mrazu nebo po zamražení; v datech je pro něj vedené období IX–XI. Sbírej jen zralé, zdravé a nepoškozené plody; přezrálé, plesnivé nebo otlačené kusy hned vyřaď a část plodů nech na stanovišti. Respektuj chráněná území a druhovou ochranu; v rezervacích nebo u chráněných druhů se sběru vyhni, pokud nemáš jasné oprávnění. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.","Dobrý příklad „svět použitelného jeřábu“, který se v běžných českých přehledech ztrácí."
r224,plant_sorbus_aucuparia,R224,jeřáb ptačí,plod,plodova_cast,False,pití,piti,sušené jeřabiny do čajových směsí,caj_nalev,téměř zapomenuté,temer_zapomenute,střední,stredni,"podhorské cesty, lesní okraje, parky, remízky",IX–XI,9,11,zralé plody po zjemnění mrazem nebo zamražením,Plody dosušit a používat po malém množství do směsí nebo odvarů.,"Zapomenutá, ale trvanlivá forma z výrazných podzimních plodů.","kyselý, trpký",slabě ovocný,neaplikovatelné,Bez předúpravy velmi trpké; nepoužívat ve velkém syrové.,Hlavní je potravní a technologická opatrnost.,Běžný sběr čistých plodů.,botanický zdroj / tradiční praxe,B,4,False,True,False,Sušení,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: zralé plody po zjemnění mrazem nebo zamražením; v datech je pro něj vedené období IX–XI. Sbírej jen zralé, zdravé a nepoškozené plody; přezrálé, plesnivé nebo otlačené kusy hned vyřaď a část plodů nech na stanovišti. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Zařazeno kvůli vysoké dostupnosti stromu a malé známosti této formy.
r225,plant_prunus_spinosa,R225,trnka obecná,plod,plodova_cast,False,pití,piti,trnkový likér,liker_macerat,mainstream,mainstream,vysoká,vysoka,"živé ploty, meze, okraje polí, křoviny, náspy",IX–XI,9,11,plně zralé plody ideálně po prvních mrazících nebo po zamražení,Plody naložit do alkoholu s cukrem; nechat vyluhovat a dlouhodobě skladovat.,Jeden z nejpraktičtějších trvanlivých produktů z běžných českých křovin.,"trpkosladký, ovocný, mandlový v pozadí",ovocný,neaplikovatelné,Příliš nezralé plody jsou velmi svíravé; pecky nenechávat rozbité.,Obsah alkoholu; jinak potravní užití po maceraci je tradiční.,Běžný sběr čistých plodů z nechráněných keřů.,botanický zdroj + evropská tradiční praxe,B,4,False,True,True,Tinktura / alkoholová macerace,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: plně zralé plody ideálně po prvních mrazících nebo po zamražení; v datech je pro něj vedené období IX–XI. Sbírej jen zralé, zdravé a nepoškozené plody; přezrálé, plesnivé nebo otlačené kusy hned vyřaď a část plodů nech na stanovišti. Respektuj chráněná území a druhovou ochranu; v rezervacích nebo u chráněných druhů se sběru vyhni, pokud nemáš jasné oprávnění. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.","Klasická forma, ale do tohoto workbooku dobře zapadá jako „výletově dostupný“ likér."
r226,plant_prunus_spinosa,R226,trnka obecná,plod,plodova_cast,False,pití,piti,sušené trnky do čajových směsí,caj_nalev,téměř zapomenuté,temer_zapomenute,střední,stredni,"živé ploty, křoviny, meze, okraje polí",X–XI,10,11,zralé plody po změknutí mrazem nebo po zmražení,Plody usušit a po malém množství přidávat do směsí nebo ovocných odvarů.,Méně známá a velmi trvanlivá forma z běžně dostupných plodů.,"svíravý, ovocný",slabě ovocný,neaplikovatelné,Bez změknutí mrazem bývají chuťově tvrdé a velmi trpké.,Nejde o rychlou kuchyňskou surovinu; vyžaduje trpělivé zpracování.,Běžný sběr čistých plodů.,botanický zdroj,B,4,False,True,False,Sušení,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: zralé plody po změknutí mrazem nebo po zmražení; v datech je pro něj vedené období X–XI. Sbírej jen zralé, zdravé a nepoškozené plody; přezrálé, plesnivé nebo otlačené kusy hned vyřaď a část plodů nech na stanovišti. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Dobře vystihuje „téměř zapomenutou“ logiku databáze.
r227,plant_prunus_spinosa,R227,trnka obecná,nezralý plod,plodova_cast,False,potrava,potrava,nakládané nezralé trnky jako „olivy“,ostatni_specialni,téměř zapomenuté,temer_zapomenute,střední,stredni,"živé ploty, meze, křoviny",VI–VII,6,7,tvrdé nezralé plody,Mladé plody naložit do slaného nebo kyselého nálevu podobně jako olivy.,"Kuriózní, ale doložená a trvanlivá forma z běžného keře.","slanokyselý, svíravý",slabý,neaplikovatelné,Je to specialita; chuť je výrazná a ne pro každého.,"Hlavní riziko je technologické, nikoli léčebné.",Sběr běžně možný z nechráněných keřů.,botanický zdroj / izolovanější evropský kulinární záznam,C,3,False,True,False,Nakládání,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: tvrdé nezralé plody; v datech je pro něj vedené období VI–VII. Sbírej jen zralé, zdravé a nepoškozené plody; přezrálé, plesnivé nebo otlačené kusy hned vyřaď a část plodů nech na stanovišti. Respektuj chráněná území a druhovou ochranu; v rezervacích nebo u chráněných druhů se sběru vyhni, pokud nemáš jasné oprávnění. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.","Přesně ten typ okrajového, ale fascinujícího záznamu, který jsi chtěl zachovat."
r228,plant_galium_aparine,R228,svízel přítula,semeno,semena_a_orisky,False,pití,piti,pražená semena jako kávová náhražka,kavova_nahrada,téměř zapomenuté,temer_zapomenute,střední,stredni,"ploty, křoviny, ruderály, okraje zahrad, živé ploty",VII–IX,7,9,zralé suché plody/semena,"Semena dosušit, lehce opražit a umlít jako kávovou náhražku.",Jeden z nejzajímavějších „plevelných“ trvanlivých nápojových produktů.,po pražení kávově travnatý,po pražení jemně pražený,neaplikovatelné,Pracnost sběru; snadné znečištění semene.,Nejde o léčivý čaj; hlavní je čistota sběru a mírné očekávání chuti.,Běžný sběr z čistých lokalit.,botanický zdroj,B,4,False,True,True,,0,False,"Sbírej jen správně určený, zdravý materiál v této fázi: zralé suché plody/semena; v datech je pro něj vedené období VII–IX. Sbírej až plně vyzrálá a suchá semena nebo oříšky; část ponech pro obnovu porostu i pro živočichy. Vyhni se lokalitám u silnic, postřiků, psích tras, skládek a jiných zdrojů kontaminace. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Výborný příklad běžně přehlížené rostliny s opravdu zajímavým využitím.
r229,plant_geum_urbanum,R229,kuklík městský,kořen,podzemni_cast,False,potrava,potrava,sušený kořen jako koření s hřebíčkovým tónem,koreni_dochucovadlo,téměř zapomenuté,temer_zapomenute,střední,stredni,"stinné cesty, lesní lemy, parky, křoviny, zdi a dvory",III–V a IX–XI,3,11,aromatický kořen nejlépe na jaře nebo na podzim,"Kořen očistit, usušit a jemně dávkovat jako náhradu hřebíčku do nápojů či jídel.",Jedna z nejlepších zapomenutých kořenných zásob z běžných procházek.,"kořenitý, hřebíčkový, lehce skořicový",teplý kořenitý,neaplikovatelné,Záměna s jinými druhy kuklíku; starý kořen bývá méně aromatický.,V běžném kulinárním použití obvykle bez zásadních problémů.,"Běžný sběr z čistých lokalit, šetrně kvůli kořeni.",botanický zdroj,B,4,False,True,True,Sušení,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: aromatický kořen nejlépe na jaře nebo na podzim; v datech je pro něj vedené období III–V a IX–XI. Podzemní části ber jen z početných populací; nevyber celé místo, po rytí zahrň zeminu zpět a pokud to dává smysl, nech část kořene nebo oddenku v zemi. Kvůli riziku záměny sbírej jen tehdy, když máš druh jistě určený i podle určovacích znaků; při nejistotě nesklízej. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Velmi silný kandidát na „nejlepší další krok“ právě kvůli praktičnosti a malé známosti.
r230,plant_geum_urbanum,R230,kuklík městský,kořen,podzemni_cast,False,pití,piti,sušený kořen do odvaru nebo svařených nápojů,suseni_skladovani,téměř zapomenuté,temer_zapomenute,střední,stredni,"lesní cesty, parky, stinné okraje sídel",III–V a IX–XI,3,11,čerstvě očištěný aromatický kořen,"Usušený kořen přidávat do odvaru, svařeného vína nebo jiných kořeněných nápojů.",Dlouhodobě skladovatelný aromatický „wild spice“ pro nápoje.,"kořenitý, hřejivý",hřebíčkově kořenitý,neaplikovatelné,Příliš vysoká dávka přebije směs; kořen musí být čistě určen.,Spíše kulinární než léčebné použití.,Běžný sběr z čistých lokalit.,botanický zdroj + tradiční evropská praxe,B,4,False,True,True,Sušení,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: čerstvě očištěný aromatický kořen; v datech je pro něj vedené období III–V a IX–XI. Podzemní části ber jen z početných populací; nevyber celé místo, po rytí zahrň zeminu zpět a pokud to dává smysl, nech část kořene nebo oddenku v zemi. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Do českého workbooku přidává velmi specifickou a praktickou aromatickou linii.
r231,plant_geum_urbanum,R231,kuklík městský,kořen,podzemni_cast,False,vůně,vune,usušený kořen do prádla a skříní,suseni_skladovani,téměř zapomenuté,temer_zapomenute,střední,stredni,"lesní lemy, stinné parky, cesty, křoviny",III–V a IX–XI,3,11,čerstvě vykopaný aromatický kořen,Kořen usušit a vložit do malých sáčků do skříní nebo prádla.,Trvanlivý aromatický a repelenční detail z téměř zapomenuté domácí praxe.,neaplikovatelné,"hřebíčkový, kořenitý",neaplikovatelné,Vůně časem slábne; při vlhku může kořen zatuchnout.,Citlivé osoby mohou hůře tolerovat silné aroma v malém prostoru.,Sbírat šetrně a jen malé množství.,tradiční domácí praxe,C,3,True,True,False,Sušení,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: čerstvě vykopaný aromatický kořen; v datech je pro něj vedené období III–V a IX–XI. Podzemní části ber jen z početných populací; nevyber celé místo, po rytí zahrň zeminu zpět a pokud to dává smysl, nech část kořene nebo oddenku v zemi. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.","Přesně ten typ jednorázovějšího, ale hodnotného detailu, který se v moderních přehledech ztrácí."
r232,plant_picea_abies,R232,smrk ztepilý,pryskyřice,drevnata_cast,False,vůně,vune,smrková pryskyřice jako kadidlo / vykuřovadlo,vune_a_vykurovani,méně známé,mene_zname,střední,stredni,"smrčiny, výsadby, podhorské lesy, zahrady",celoročně,1,12,ztvrdlá přirozeně vyteklá pryskyřice,Sbírat jen již ztvrdlé kusy přirozeně vyteklé pryskyřice a pálit po malém množství na uhlíku.,Velmi trvanlivá lesní aromatická surovina.,neaplikovatelné,"silně lesní, pryskyřičný, balzamický",neaplikovatelné,Nesbírat čerstvým poraněním stromu; kouř může dráždit.,Nevhodné pro citlivé dýchací cesty.,"Preferovat samovolně vytuhlou pryskyřici nebo surovinu z řezu, nepoškozovat stromy.",chemicko-etnobotanický zdroj,C,3,True,True,True,,0,False,"Sbírej jen správně určený, zdravý materiál v této fázi: ztvrdlá přirozeně vyteklá pryskyřice; v datech je pro něj vedené období celoročně. Dřevnatý materiál ber jen suchý a zdravý; nepoškozuj hlavní kmen ani nosné větve. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Silná vůně a velmi dlouhá skladovatelnost z ní dělají cenný aromatický záznam.
r233,plant_rubus_fruticosus_agg,R233,ostružiník křovitý,list,listova_nadzemni_cast,False,pití,piti,sušený list do zimních čajových směsí,caj_nalev,méně známé,mene_zname,vysoká,vysoka,"křoviny, paseky, náspy, lesní okraje, meze",V–VIII,5,8,zdravé listy před přestárnutím,List usušit a používat samostatně nebo ve směsích jako jemný listový čaj.,"Z běžných křovin dělá i dlouhodobou nápojovou zásobu, ne jen zdroj plodů.","jemný, lehce svíravý",slabě listový,neaplikovatelné,Sbírat jen zdravé listy mimo znečištěná místa.,V běžném užití bez zásadních problémů.,Běžný sběr čistých listů.,botanický zdroj / tradiční čajová praxe,B,4,False,True,True,Sušení,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: zdravé listy před přestárnutím; v datech je pro něj vedené období V–VIII. Ber hlavně mladé a zdravé listy nebo nať; neober jednu rostlinu úplně a sběr rozlož mezi více jedinců. Vyhni se lokalitám u silnic, postřiků, psích tras, skládek a jiných zdrojů kontaminace. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Právě listová vrstva křovin bývá v českých přehledech málo akcentovaná.
r234,plant_fragaria_vesca,R234,jahodník obecný,list,listova_nadzemni_cast,False,pití,piti,sušený jahodníkový list na čaj,caj_nalev,méně známé,mene_zname,vysoká,vysoka,"lesní lemy, světliny, paseky, zahrady, stráně",V–VIII,5,8,zdravé listy před úplným přestárnutím,List usušit a použít do jemných listových čajů nebo směsí.,"Nenápadná, ale velmi praktická trvanlivá nápojová forma z běžné lesní rostliny.","jemně travnatý, lehce svíravý",slabý,neaplikovatelné,Sbírat jen zdravé neplesnivé listy.,V běžném užití bez zásadních problémů.,Běžný šetrný sběr listů.,botanický zdroj / tradiční listová praxe,B,4,False,True,True,Sušení,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: zdravé listy před úplným přestárnutím; v datech je pro něj vedené období V–VIII. Ber hlavně mladé a zdravé listy nebo nať; neober jednu rostlinu úplně a sběr rozlož mezi více jedinců. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Dobře doplňuje plodové využití jahodníku o skladovatelnou „listovou“ rovinu.
r235,plant_sambucus_nigra,R235,bez černý,plod,plodova_cast,False,pití,piti,sušené bezinky do zimních směsí,suseni_skladovani,méně známé,mene_zname,vysoká,vysoka,"křoviny, remízky, ploty, okraje cest, ruderály",VIII–IX,8,9,plně zralé černé plody,"Plody usušit a používat po tepelné úpravě do směsí, odvarů nebo kompotů.",Trvanlivé uchování podzimní bezové sklizně mimo sirupy a džemy.,"ovocný, lehce zemní",slabě ovocný,neaplikovatelné,Syrové plody nejsou vhodné; nutná tepelná úprava nebo rozumné zpracování.,Neužívat syrové ve větším množství.,Běžný sběr z čistých keřů.,česká etnobotanika + botanický zdroj,B,4,True,True,True,Sušení · Kompot,2,True,"Sbírej jen správně určený, zdravý materiál v této fázi: plně zralé černé plody; v datech je pro něj vedené období VIII–IX. Sbírej jen zralé, zdravé a nepoškozené plody; přezrálé, plesnivé nebo otlačené kusy hned vyřaď a část plodů nech na stanovišti. Vyhni se lokalitám u silnic, postřiků, psích tras, skládek a jiných zdrojů kontaminace. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Praktická a stále trochu opomíjená forma dlouhodobého využití bezu.
r236,plant_plantago_lanceolata,R236,jitrocel kopinatý,list,listova_nadzemni_cast,False,fytoterapie,fytoterapie,sušený list do zásoby,suseni_skladovani,mainstream,mainstream,vysoká,vysoka,"louky, meze, trávníky, okraje cest",V–VIII,5,8,zdravé listy před přestárnutím,List usušit a uchovat pro pozdější nálevy nebo směsi.,Jedna z nejpraktičtějších a nejsnáze dostupných sušených domácích drog.,"jemný, lehce travnatý",slabý bylinný,neaplikovatelné,Vlhké sušení snižuje kvalitu; listy snadno tmavnou.,Při závažnějších symptomech nestačí domácí léčba.,Běžný sběr z čistých ploch.,EMA monografie,A,5,False,True,True,Sušení,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: zdravé listy před přestárnutím; v datech je pro něj vedené období V–VIII. Ber hlavně mladé a zdravé listy nebo nať; neober jednu rostlinu úplně a sběr rozlož mezi více jedinců. Vyhni se lokalitám u silnic, postřiků, psích tras, skládek a jiných zdrojů kontaminace. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.","Přidáno jako explicitně skladovatelná forma, ne jen obecná léčivka."
